ID,Age,Gender,Province,Education,Religion,Employment,Ideology
R_2wnriUFb6zLKlzE,23,A woman,British Columbia,Bachelor's degree,None/Atheist,Working full-time,2
R_22XQSoBNkaE8Eph,37,A man,Manitoba,Professional degree or doctorate,Agnostic,Working full-time,2
R_3I9udAMrlotT79t,63,A woman,Ontario,High school,Anglican,Working full-time,0
R_W1KgFDQEEbHbvot,74,A woman,British Columbia,College/technical diploma,Don't know/ Prefer not to answer,Working full-time,4
R_2YAiIsIZXfywjJ1,42,A man,British Columbia,Bachelor's degree,None/Atheist,Working full-time,6
R_33wBsMW39MWeuT9,56,A man,Quebec,Some post-secondary,Catholic,Working full-time,4
R_2vhNI6imRxJ736M,30,A woman,Ontario,High school,Catholic,Caring for family,5
R_3Kw5beBoU2M3jns,21,A woman,Saskatchewan,Bachelor's degree,None/Atheist,Unemployed,5
R_2AHcucjETkXs09i,56,A man,Quebec,Bachelor's degree,Catholic,Disabled,2
R_2sQI4p5zxoJHlil,19,A man,Ontario,High school,Muslim,Student and working,7
R_42QbxItc4ouYDrX,41,A man,Alberta,Some post-secondary,Catholic,Working full-time,7
R_2CgpQzsSTokJFs9,74,A man,Alberta,Some post-secondary,Protestant,Retired,7
R_2pQRb7iGYrJsJjv,36,A man,British Columbia,Some post-secondary,None/Atheist,Working part-time,5
R_2a9R1BIdFvqQGc1,58,A man,Saskatchewan,Some post-secondary,Catholic,Working full-time,6
R_3GBr1Qm3QZx5pI8,47,A woman,Quebec,Bachelor's degree,Catholic,Working full-time,3
R_3QDU4esl23vnb4G,18,A man,Quebec,Some post-secondary,None/Atheist,Student,6
R_3kzIuow5bnPCeZa,37,A woman,Manitoba,Bachelor's degree,Catholic,Working full-time,8
R_3s5fjHrUeB9DJnA,30,A woman,British Columbia,Bachelor's degree,None/Atheist,Working full-time,2
R_3PYQUIiYUqBxyLI,74,A man,Manitoba,Professional degree or doctorate,Presbyterian,Self-employed,6
R_2fk6x5J2yWRCIV6,59,A man,British Columbia,Some post-secondary,Don't know/ Prefer not to answer,Working full-time,5
R_2eXXFO6JaRp3fYD,59,A woman,Quebec,Bachelor's degree,Catholic,Retired,4
R_2CVdNCKCojC70Bd,50,A man,Quebec,Bachelor's degree,Catholic,Working full-time,4
R_VPZhnIIMSxj9Xpv,59,A man,British Columbia,Some post-secondary,Agnostic,Disabled,6
R_sSwuavIJFu4mHxD,53,A man,Alberta,High school,None/Atheist,Working part-time,9
R_Tba3LqJwlRKVcTD,46,A woman,Alberta,Bachelor's degree,Agnostic,Working full-time,5
R_1IsFUGYGBcLzRho,79,A man,British Columbia,College/technical diploma,Protestant,Retired,8
R_2aLypcN8wx2GVf9,55,A man,Quebec,College/technical diploma,Catholic,Retired,5
R_eXoS6UEkkPVliiR,71,A woman,Quebec,High school,Catholic,Retired,5
R_3HTYadbpEgOhR0W,21,A woman,British Columbia,High school,None/Atheist,Self-employed,6
R_w7rNURF1sV6Z7ih,72,A man,Alberta,Bachelor's degree,Agnostic,Retired,5
R_2vlfxrTiHaQBEDh,73,A man,Quebec,Some post-secondary,Catholic,Retired,4
R_eg6pxhqnTqiBlxn,37,A man,Quebec,Professional degree or doctorate,Catholic,Working full-time,7
R_3eqP11iVX5tlRKZ,78,A woman,Saskatchewan,Bachelor's degree,Anglican,Retired,3
R_3Rz9elWALu9sUGw,58,A man,British Columbia,Bachelor's degree,None/Atheist,Working full-time,4
R_3sshUcytvLWrzMk,64,A man,British Columbia,Some post-secondary,None/Atheist,Working full-time,7
R_1rD53uYenoWidWT,67,A man,British Columbia,Some post-secondary,None/Atheist,Retired,3
R_1Fnqc52C8N4jZZT,64,A man,Saskatchewan,Some post-secondary,Baptist,Retired,8
R_1QckCiOmjL7DxxF,47,A man,Alberta,High school,None/Atheist,Self-employed,7
R_3rVwZ0K0eTCIxzl,34,A woman,Quebec,High school,Catholic,Working full-time,5
R_9S9piOCbbbqKgBr,67,A woman,British Columbia,Some post-secondary,Lutheran,Working full-time,8
R_3ixu6fGJZCghD3m,69,A woman,Manitoba,Professional degree or doctorate,Agnostic,Working full-time,6
R_UrxuxgzcX0MtVQd,47,A man,Quebec,Professional degree or doctorate,None/Atheist,Other,5
R_3EsX8K2pqnND3QD,66,A man,Saskatchewan,High school,Protestant,Self-employed,5
R_wTSrCXkCp0cgHpD,73,A man,Manitoba,High school,Catholic,Retired,8
R_2OVH4Oyfy6Rw8Og,51,A man,Alberta,College/technical diploma,Agnostic,Unemployed,8
R_21iHaj7zV6ypDFY,61,A man,British Columbia,Master's degree,None/Atheist,Retired,3
R_1HcW3fS04ud7nki,60,A woman,Quebec,High school,Catholic,Working full-time,1
R_1jH7SbGO4VOqIpE,63,A woman,British Columbia,College/technical diploma,Anglican,Disabled,4
R_Df5wcYKeFENpmDf,48,A man,Quebec,Some post-secondary,Agnostic,Working full-time,3
R_3RkY8Pl7JQPz61S,26,A woman,Quebec,College/technical diploma,None/Atheist,Working full-time,6
R_3nr9EXIohRCng9C,72,A woman,Quebec,College/technical diploma,Catholic,Retired,6
R_9QAxlXgRuVOTMqd,41,A woman,Quebec,College/technical diploma,Catholic,Working full-time,4
R_1QrBbIfaNOUEWEk,58,A woman,Alberta,Bachelor's degree,Agnostic,Working full-time,2
R_1mE5EVluq7lvK42,37,A woman,British Columbia,High school,Don't know/ Prefer not to answer,Working part-time,6
R_ZDEEZ3Hk8UdlEeR,67,A man,Saskatchewan,Bachelor's degree,Buddhist,Retired,3
R_OI3LzkQ2G5SvibD,28,A man,British Columbia,Bachelor's degree,None/Atheist,Working part-time,5
R_3hGQU3He4XnhRA2,68,A woman,Quebec,High school,Catholic,Retired,4
R_28NjOMHxYKKw3hy,60,A woman,Quebec,High school,Catholic,Retired,6
R_1pWCfw4ICMhMwPr,44,A man,Quebec,Professional degree or doctorate,None/Atheist,Working full-time,10
R_2P5LRWl6R3M0elO,54,A woman,British Columbia,Some high school,Christian Reformed,Working full-time,9
R_3lQWytT96YVKZgS,68,A man,Quebec,Bachelor's degree,Catholic,Retired,4
R_3F3aNulrKzJAyBD,49,A woman,Alberta,Some post-secondary,None/Atheist,Working full-time,3
R_1rqBnjgROXqxmIE,24,A woman,Saskatchewan,Bachelor's degree,Protestant,Student,2
R_2SHqSuotE4SBMaK,52,A man,Quebec,Some post-secondary,Muslim,Working full-time,6
R_26h7x5AyZJJzlbY,40,A woman,Alberta,College/technical diploma,United Church,Working full-time,6
R_1M0orl9qEbrfERq,47,A woman,Quebec,Master's degree,Catholic,Working full-time,1
R_cYd8YqkFpha5QTD,64,A woman,Saskatchewan,High school,United Church,Retired,9
R_1iqkp7wuFAvoshI,78,A man,Quebec,Some post-secondary,Catholic,Retired,8
R_1Os3FXxMBCCtY9W,62,A man,Quebec,College/technical diploma,Catholic,Working part-time,3
R_3RxfckuO634coZW,44,A man,Alberta,High school,Agnostic,Working full-time,8
R_2zZnOJwzF2hoFiZ,21,A woman,Alberta,Some post-secondary,Agnostic,Student,6
R_1IYnAYpEisI2b7k,19,A woman,Quebec,College/technical diploma,Hindu,Student,6
R_3eqNynB55OQuHFE,63,A man,Quebec,Master's degree,Catholic,Retired,4
R_1LUulhmW8aQMw0C,44,A man,Manitoba,Elementary school,None/Atheist,Working full-time,5
R_3HOeKF7H13S2sQI,72,A woman,Quebec,Bachelor's degree,Catholic,Retired and working,7
R_3OkpwZuoJ6rJuc6,23,A man,Quebec,Bachelor's degree,None/Atheist,Working full-time,2
R_1DZiGokNrFQf1Su,64,A woman,Quebec,Bachelor's degree,Catholic,Self-employed,8
R_1E0TCaAzV1nQfcD,24,A woman,British Columbia,Bachelor's degree,None/Atheist,Working full-time,0
R_12xJei0vQZfD4x4,43,A woman,Quebec,Master's degree,None/Atheist,Self-employed,3
R_1l5oqdUxIi8zHg3,67,A man,Quebec,High school,Other,Retired,5
R_z1flVCpJqY26riF,71,A woman,Quebec,Bachelor's degree,None/Atheist,Retired,8
R_2X0AzP5LPymcHBh,54,A woman,Quebec,High school,Catholic,Working full-time,7
R_1kYNdwVRKSKyb3E,34,A woman,Quebec,Professional degree or doctorate,Agnostic,Working full-time,2
R_8IbOrVTwPKaBqz7,55,A woman,Quebec,Some post-secondary,Catholic,Working full-time,6
R_1IsaJ0bZL5JRXm5,57,A woman,Quebec,Some elementary school,Catholic,Caring for family,2
R_3qy5jZtKX0ap8ga,63,A man,Quebec,Some high school,None/Atheist,Retired,3
R_V50wn9zSuysTeAF,34,A woman,Quebec,College/technical diploma,Don't know/ Prefer not to answer,Student,3
R_3I9qEqIov9Aerr2,70,A man,Quebec,College/technical diploma,Catholic,Retired,7
R_1QgAOMp5Pc4MhC5,50,A man,Quebec,Bachelor's degree,None/Atheist,Working full-time,1
R_OBjkpUJo7K2g7M5,28,A woman,Quebec,Bachelor's degree,None/Atheist,Working part-time,5
R_3PWZ14L6TkrG3sK,66,A woman,Quebec,High school,Catholic,Retired,6
R_1rk7NbKEVXYpLIA,25,A woman,Quebec,Professional degree or doctorate,Catholic,Self-employed,8
R_SWbhmUYqOOK0MPD,32,A woman,Quebec,High school,None/Atheist,Self-employed,6
R_ZqqSSIONowAzKkF,31,A woman,Quebec,College/technical diploma,None/Atheist,Self-employed,7
R_3k88v1YPubdXVzU,32,A woman,Quebec,Some post-secondary,Agnostic,Working full-time,4
R_32LPW2a4j1hL9tf,19,A woman,Quebec,Some post-secondary,None/Atheist,Working part-time,4
R_3nI2mW0wB0fdkHg,41,A woman,Quebec,Professional degree or doctorate,None/Atheist,Working full-time,2
R_brBuHshDkz8or8B,70,A man,Quebec,Master's degree,Catholic,Retired,5
R_sF3G1WdC48dTX5D,44,A woman,Quebec,Some post-secondary,None/Atheist,Working full-time,5
R_TowwgoFgawGyxs5,72,A man,Quebec,Master's degree,Agnostic,Retired,4
R_XhAfuJ2rmpuXvFf,39,A man,Quebec,Bachelor's degree,None/Atheist,Working part-time,3
R_Xh0KjQtv1e7ruGB,69,A man,Quebec,Bachelor's degree,Agnostic,Retired,2
R_2cnj61KVEDhO6ZM,28,A woman,Quebec,College/technical diploma,Catholic,Caring for family and working,5
R_1P2fWnCDCxVabpL,70,A man,Quebec,Some post-secondary,Catholic,Retired,5
R_29oeZPv0nJtin6w,69,A man,Quebec,High school,Catholic,Retired,6
R_1dHoBg3Dk5UCVLs,35,A man,Quebec,Bachelor's degree,None/Atheist,Working part-time,3
R_10I419DhokAxdtn,29,A woman,Quebec,High school,Muslim,Working full-time,5
R_1E9RN5taTBE8SCS,65,A man,Quebec,High school,Catholic,Retired,6
R_2QsnZPeIBFhMyH8,31,A man,Quebec,College/technical diploma,Jewish,Working full-time,5
R_2YYyraoUJQoRPdN,61,A man,Quebec,High school,None/Atheist,Working full-time,6
R_1oAKZRj5b9xAapX,39,A man,Quebec,Some post-secondary,None/Atheist,Working full-time,5
R_3ptJRV00bs3DP2i,48,A woman,Quebec,Some post-secondary,Catholic,Working full-time,8
R_1Nk29lRwSJYt8ya,62,A man,Quebec,High school,Catholic,Self-employed,7
R_2QLHol1lnTMtxi0,54,A woman,Quebec,Some post-secondary,Catholic,Self-employed,6
R_1jPABE2UeuMfp6D,65,A man,Quebec,High school,Don't know/ Prefer not to answer,Retired,5
R_1lcyyXQtizHGmHP,37,A woman,Northwest Territories,Professional degree or doctorate,Catholic,Working full-time,6
R_ssQ2EFLB19UUNpL,23,A woman,British Columbia,Some post-secondary,Sikh,Student and working,2
R_1nSI037VJKmmro9,32,A woman,Alberta,Master's degree,United Church,Working full-time,6
R_3iXuL66VjXXWBFT,46,A man,Alberta,Bachelor's degree,None/Atheist,Unemployed,4
R_3qNHTDmfRpBupKP,57,A man,British Columbia,Master's degree,Catholic,Self-employed,8
R_11hbGAJYC0oGGDy,29,A woman,Ontario,Some high school,Buddhist,Unemployed,3
R_0U7S2TTSvkUDS01,46,A woman,Saskatchewan,College/technical diploma,Anglican,Working full-time,10
R_1Itwp4pI6L7UYZV,39,A woman,British Columbia,Bachelor's degree,Protestant,Working part-time,6
R_2DLKcawynQpS4mu,52,A woman,Ontario,Bachelor's degree,Catholic,Self-employed,6
R_Yc9AC8SYAGoXsPL,23,A woman,Ontario,College/technical diploma,Muslim,Unemployed,3
R_0BPyAhHQqrCt5Ml,30,A woman,New Brunswick,Bachelor's degree,Protestant,Working full-time,9
R_dnkmYSqSKIksljj,62,A man,Alberta,College/technical diploma,Catholic,Working full-time,7
R_1JUttowYAO8nLAX,49,A woman,Newfoundland and Labrador,College/technical diploma,Catholic,Working full-time,7
R_Z8EC8rTxGl9pj3P,29,A woman,British Columbia,Master's degree,Orthodox Christian,Working part-time,5
R_27xOtC7Jbrtdvcf,53,A woman,British Columbia,Some post-secondary,None/Atheist,Working full-time,5
R_2P5vS6JLpBrMtCu,20,A man,British Columbia,High school,Other,Don't know/ Prefer not to answer,6
R_1fZ0Q2tRC4Iepfm,65,A woman,Ontario,Bachelor's degree,Anglican,Retired,3
R_2b3ElpeVkqXjBtA,40,A man,British Columbia,High school,Baptist,Working full-time,6
R_1jIGASVsZs83YCZ,25,A woman,Ontario,Bachelor's degree,None/Atheist,Working full-time,2
R_1QnGikZD4vkXyR2,70,A man,Quebec,Master's degree,United Church,Self-employed,6
R_1MM8wDj73dTqNix,37,A woman,British Columbia,Some high school,None/Atheist,Disabled,5
R_2ScZ69ymwoIJo8Q,28,A woman,Quebec,College/technical diploma,Catholic,Working full-time,5
R_2feLsKCXq40EPvs,65,A woman,Quebec,College/technical diploma,Catholic,Retired,7
R_3GBu4k0wq8N2r9c,62,A man,Ontario,College/technical diploma,Protestant,Self-employed,8
R_3khOB4CCWp0usrv,66,A woman,Ontario,Master's degree,None/Atheist,Retired,3
R_C8EauzGcFfXn0cx,31,A woman,Ontario,Professional degree or doctorate,None/Atheist,Working full-time,3
R_2eQ1EJAfZnVlab8,72,A man,Nova Scotia,Bachelor's degree,Presbyterian,Retired,4
R_3jSExkZi1NMVgLI,24,A woman,Nova Scotia,College/technical diploma,Catholic,Working full-time,6
R_3e2ImhWA7bQooPF,39,A woman,Quebec,Some post-secondary,Muslim,Caring for family,4
R_0PpZEadgF9VsNAl,29,A woman,Quebec,Some elementary school,Agnostic,Disabled,8
R_2EujYF3A1vGbdWK,29,A woman,Ontario,Professional degree or doctorate,None/Atheist,Self-employed,0
R_veu4BtrTI62b4jL,54,A woman,Ontario,Master's degree,Orthodox Christian,Working full-time,5
R_2VIwMc5DwbBcBj9,40,A woman,Ontario,College/technical diploma,None/Atheist,Working full-time,5
R_10o8IjMeLqXnaNA,75,A woman,New Brunswick,Elementary school,Catholic,Retired,7
R_2ByBSS8oLcuhYrR,63,A woman,Newfoundland and Labrador,Bachelor's degree,Catholic,Retired,7
R_WdjhSsqjqyV91m1,53,A man,Ontario,Bachelor's degree,Catholic,Working full-time,7
R_Dq8DIswAV4QGha1,59,A man,Newfoundland and Labrador,Bachelor's degree,Catholic,Retired,7
R_2fCMTNG6kPnEHGI,50,A man,Ontario,Master's degree,Catholic,Working full-time,7
R_24dwmJoHtnOM1j8,57,A woman,Ontario,Some high school,Catholic,Working full-time,6
R_U9duHG4wGpQIdRn,40,A man,Alberta,Bachelor's degree,None/Atheist,Working full-time,2
R_12gwJaa1nxNR7c6,38,A woman,Alberta,Some post-secondary,Protestant,Working part-time,3
R_2zpdbCSrY2UwHGH,55,A woman,Ontario,Some post-secondary,Catholic,Self-employed,7
R_3jcb2XMW4yKZzez,38,A woman,British Columbia,Professional degree or doctorate,None/Atheist,Working full-time,7
R_1r7msBTm41WOQ6I,30,A woman,New Brunswick,High school,Baptist,Working part-time,3
R_2v6XfinVYrTfkWC,74,A woman,Ontario,Some post-secondary,Catholic,Retired,10
R_1lb2GWqfze08Rm0,56,A woman,Ontario,College/technical diploma,Evangelical/Pentecostal,Self-employed,2
R_3I4tuIm2FVlQLdG,32,A woman,Manitoba,Master's degree,None/Atheist,Working full-time,4
R_23sRaILnCX3jrUJ,58,A woman,Ontario,Bachelor's degree,Catholic,Self-employed,8
R_1H0pDB6d1KjxGs2,60,A woman,Ontario,Bachelor's degree,United Church,Working full-time,6
R_3IPR2ykp0U3lPNG,37,A man,New Brunswick,Bachelor's degree,None/Atheist,Working full-time,2
R_1IEqKmm2KRMuGuW,50,A man,New Brunswick,College/technical diploma,Presbyterian,Working full-time,7
R_2flFe1zOEJXgefn,27,A woman,Ontario,Some post-secondary,Agnostic,Working part-time,6
R_2dyHP0YhYFfjbZx,20,A man,Quebec,College/technical diploma,None/Atheist,Unemployed,4
R_9HUm4jDgdNPjh1D,61,A woman,Quebec,College/technical diploma,Anglican,Caring for family,4
R_1rJ3J03fHHGumZS,53,A woman,Alberta,Some post-secondary,Mormon,Working full-time,7
R_3egzixep0mYwj9Q,55,A woman,Ontario,College/technical diploma,None/Atheist,Disabled,2
R_12avhdqV0n0uXs4,56,A man,Ontario,Some post-secondary,Catholic,Retired,4
R_PSbjC2JxEv1FaIF,80,A woman,Ontario,High school,Evangelical/Pentecostal,Retired,5
R_242Sw071u6LGU1E,56,A man,Alberta,Master's degree,None/Atheist,Retired,4
R_3m9T1naEkzTqgLY,29,A man,Ontario,College/technical diploma,None/Atheist,Working full-time,3
R_sYGku31C2ZBxNip,75,A man,Ontario,College/technical diploma,Protestant,Working part-time,4
R_1pGXyUIO8NG022i,58,A woman,Alberta,Some post-secondary,Lutheran,Unemployed,6
R_1pYXa9QVjQFLJMj,66,A woman,Alberta,High school,Anglican,Retired,5
R_2ymjpeiRif2yevQ,38,A woman,Ontario,College/technical diploma,Catholic,Working full-time,6
R_3qBsH5ffKE9pGZ1,25,A woman,Ontario,Bachelor's degree,Muslim,Working full-time,9
R_3fl63DVU7ZRHCka,61,A man,Quebec,Bachelor's degree,Catholic,Working full-time,10
R_r6CKKIL7Okaz25r,63,A woman,Saskatchewan,Some post-secondary,Lutheran,Working full-time,4
R_3gRDgpQ0ySjWdnv,23,A man,Ontario,College/technical diploma,None/Atheist,Working full-time,7
R_3puaUX5gupWyBnF,23,A woman,Ontario,Some post-secondary,Catholic,Caring for family,8
R_27UV7CtR3PVTnm0,49,A woman,Alberta,College/technical diploma,None/Atheist,Working full-time,7
R_Z91MwsJaR7MAlMJ,69,A woman,Ontario,Professional degree or doctorate,Jewish,Working part-time,2
R_3RyfvjaHr1Dw8LR,62,A man,Quebec,Bachelor's degree,Catholic,Retired,4
R_3nJIFPOuAjiwIBr,47,A woman,Ontario,Bachelor's degree,None/Atheist,Working full-time,6
R_SAF0RQG1m4r8mtj,43,A woman,Ontario,Master's degree,Agnostic,Working full-time,1
R_1CqFhJuN8S4jiMg,54,A woman,Quebec,College/technical diploma,Catholic,Working full-time,8
R_2dSXx32v0uyrx5P,25,A woman,Ontario,College/technical diploma,Catholic,Working full-time,4
R_1kTZNQuyjJv4rVS,49,A woman,British Columbia,Some post-secondary,Catholic,Unemployed,5
R_2ruuB8iL6TG16YW,21,A woman,Ontario,Bachelor's degree,Catholic,Student,4
R_29uJdWjjliMEHKu,36,A man,Quebec,Some post-secondary,None/Atheist,Working full-time,3
R_12JhHIDCtJ9KEpQ,18,A woman,Ontario,High school,None/Atheist,Student,7
R_2SqQd4AhE04iUzN,66,A man,Ontario,Master's degree,Anglican,Retired,4
R_1C7KAbljO1pk7lZ,54,A woman,Ontario,Some high school,Catholic,Working full-time,5
R_vwdnN9cY7jeOmGJ,62,A woman,Ontario,High school,Christian Reformed,Working full-time,7
R_um0AlwzY0wTgokV,43,A woman,British Columbia,Bachelor's degree,None/Atheist,Self-employed,4
R_32MbnHXpnU84ItY,77,A woman,Ontario,High school,None/Atheist,Retired,7
R_2BlA1J6pt60EGL1,26,A woman,Manitoba,College/technical diploma,None/Atheist,Working full-time,8
R_oZX6Nojfk2BZSsp,26,A woman,Ontario,Bachelor's degree,None/Atheist,Working full-time,6
R_1dFfo9OzPGHuRRv,43,A woman,Ontario,Bachelor's degree,Catholic,Unemployed,4
R_25YPBuUlbk722jG,50,A man,New Brunswick,College/technical diploma,Catholic,Disabled,4
R_yw5KyJUUG7a2ujv,21,A man,Quebec,High school,None/Atheist,Working full-time,5
R_BWn1MI8kL3EjgR3,37,A man,Ontario,College/technical diploma,Anglican,Retired,7
R_OpB7wF9aZ1nb1tv,64,A woman,Ontario,Some post-secondary,Catholic,Retired,6
R_2wA05YaOj2QdB6p,22,A woman,Quebec,Some post-secondary,None/Atheist,Student,2
R_2qkk46RsaQjVcSv,48,A man,Quebec,Some post-secondary,Catholic,Working full-time,9
R_ClzEnjdxyrq0cgh,73,A man,Ontario,College/technical diploma,Jewish,Retired,5
R_3nuzGoRJaS6Dsl7,51,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Ontario,Professional degree or doctorate,Buddhist,Working full-time,5
R_3e2jEbsNkTve6Lx,33,A woman,Ontario,Bachelor's degree,None/Atheist,Self-employed,10
R_1NDhdWmGL4qyb49,37,A woman,Quebec,Bachelor's degree,Agnostic,Unemployed,5
R_1P0OsMIM45JTFHR,31,A woman,Ontario,Professional degree or doctorate,Hindu,Unemployed,8
R_1Hj0iyQI8t5TA1m,57,A man,Alberta,Bachelor's degree,None/Atheist,Working full-time,3
R_eeADV2SMsF5BKzD,47,A woman,British Columbia,Bachelor's degree,None/Atheist,Working full-time,5
R_1l6K2SOC4xIZhpR,59,A woman,Ontario,Bachelor's degree,Jewish,Working part-time,9
R_qKPJg785f7Ds5qh,36,A man,Ontario,College/technical diploma,Protestant,Disabled,7
R_1gACxWstKUipaJ2,54,A man,New Brunswick,Professional degree or doctorate,None/Atheist,Working full-time,2
R_SB6G1fMgME0ez5f,33,A man,Quebec,Bachelor's degree,None/Atheist,Working full-time,2
R_2XmNEmHkotQnBdx,66,A man,Ontario,High school,Agnostic,Working full-time,10
R_DOgZKJcsnEh7jTH,35,A man,Ontario,College/technical diploma,Other,Disabled,0
R_pcOygDAPtjZdQ3f,61,A woman,Newfoundland and Labrador,Bachelor's degree,None/Atheist,Retired,0
R_0J4fAlI0hYYSf5v,37,A woman,Nova Scotia,High school,None/Atheist,Disabled,5
R_qxqfnFMMeo33nyN,66,A man,Ontario,Bachelor's degree,Anglican,Retired,6
R_2bOxetLNvJqik71,31,A woman,Quebec,College/technical diploma,Protestant,Working full-time,9
R_retGR1bUP23c2VX,52,A man,Ontario,High school,None/Atheist,Retired,6
R_ePumRwCsJIEHp8B,39,A man,Ontario,Bachelor's degree,Jewish,Working full-time,3
R_bvC1fh8Py113x05,67,A woman,Manitoba,College/technical diploma,Catholic,Retired,4
R_2P6BjJ1xTAZlcam,35,A man,Manitoba,Bachelor's degree,None/Atheist,Working full-time,4
R_3g28abyj5f8Umbx,55,A woman,Ontario,Some post-secondary,Catholic,Working full-time,6
R_27vWmTsKYAbo9OI,54,A man,Alberta,High school,None/Atheist,Working full-time,8
R_r27fOs8FbHKmioV,42,A woman,Ontario,Bachelor's degree,Catholic,Working full-time,8
R_12yjPKmTsFfbXMe,60,A woman,Ontario,College/technical diploma,Protestant,Self-employed,8
R_2EFVLIyqsAS0Onm,24,A woman,Quebec,Bachelor's degree,None/Atheist,Working full-time,5
R_2mGqHwcLVcmkhgZ,52,A woman,Ontario,Bachelor's degree,None/Atheist,Disabled,5
R_3eysXB2VVCjycAe,79,A woman,Ontario,Bachelor's degree,Catholic,Working part-time,7
R_1NtVU1FMhtZ8tIl,29,A man,British Columbia,High school,None/Atheist,Working full-time,7
R_3I4wcbkzR7u8QAe,71,A man,Ontario,College/technical diploma,None/Atheist,Retired,8
R_Rxge8oicwvme4Gl,32,A man,Nova Scotia,Bachelor's degree,None/Atheist,Working full-time,3
R_5mOfsjSHoQAIlK9,37,A man,Ontario,Bachelor's degree,Catholic,Working full-time,2
R_3Ptd8EGV2sKDsUE,41,A man,Quebec,Master's degree,Orthodox Christian,Working full-time,7
R_2zkZgywQaQtugba,63,A woman,Ontario,College/technical diploma,Catholic,Caring for family,2
R_2fqcCLN1zBbge9X,44,A man,Ontario,College/technical diploma,Agnostic,Working full-time,2
R_11XttrrWgp7ELeM,58,A man,Alberta,Some post-secondary,None/Atheist,Self-employed,9
R_3qW1xpUhxE3J1B7,21,A woman,Ontario,Some post-secondary,Baptist,Working part-time,6
R_25MHjPLQujHijKI,31,A woman,Quebec,High school,None/Atheist,Working full-time,5
R_1jQhMneoI4sJcnp,49,A woman,Ontario,High school,Catholic,Working full-time,10
R_2BssKxMR0lRlIVV,35,A woman,Alberta,Some post-secondary,Anglican,Caring for family,5
R_2ZKVoHcDxsex64U,73,A man,Quebec,High school,Protestant,Retired,8
R_3mjKhWDT1tTAmjv,52,A woman,Ontario,Bachelor's degree,Baptist,Self-employed,6
R_265MQopO0Snfv8D,30,A man,Ontario,College/technical diploma,None/Atheist,Student,2
R_3D7UNNIBWc6lec0,50,A man,Quebec,Some post-secondary,Catholic,Disabled,6
R_ywHhCQNwX7XXRfP,62,A woman,British Columbia,Some post-secondary,Other,Disabled,5
R_2YKvx4c7cewI9lg,75,A man,Newfoundland and Labrador,Some post-secondary,None/Atheist,Retired,3
R_2pWU4fIVsMdodZg,76,A woman,Ontario,College/technical diploma,Catholic,Retired,6
R_2ydbDeOzx8Px8J7,52,A woman,Nova Scotia,Some post-secondary,Anglican,Unemployed,4
R_vDILyMW0tpqd5wR,66,A man,Alberta,College/technical diploma,Anglican,Retired,5
R_2tE7g5qyjVfDaK6,33,A man,New Brunswick,Bachelor's degree,None/Atheist,Working full-time,1
R_s4C0u9MwgcyCAmd,64,A woman,Nova Scotia,High school,Catholic,Retired,1
R_2xFBVleLvh7E8Z1,40,A woman,British Columbia,Don't know/ Prefer not to answer,Christian Reformed,Working full-time,7
R_OBBaaSnwKbmDDmF,24,A woman,Nova Scotia,Bachelor's degree,Catholic,Working full-time,5
R_qz09giSxwkJWkJH,74,A woman,Manitoba,High school,None/Atheist,Retired,2
R_3nTTtip9cGcY5O8,37,A man,Ontario,Bachelor's degree,Hindu,Working part-time,6
R_1nUCCb5YxQ9QeAr,44,A woman,Quebec,High school,Catholic,Other,5
R_1zZdEPqNLZHCvjH,34,A woman,Ontario,High school,Catholic,Working part-time,7
R_2wKPU9ZdkNqo9rU,60,A woman,Quebec,Bachelor's degree,Catholic,Retired,7
R_1FaFjWGEvwDKDBv,70,A man,Ontario,College/technical diploma,United Church,Retired,7
R_2eVU8QEpz3c0TPm,58,A man,Alberta,Some post-secondary,Protestant,Unemployed,10
R_DpMDY4JrvG5t5ER,25,A woman,Ontario,Some high school,Catholic,Working full-time,5
R_2pSmyKT0vue9aFt,60,A woman,Nova Scotia,College/technical diploma,Anglican,Retired,10
R_2BrqPFh05vvlT99,67,A woman,Manitoba,Bachelor's degree,Catholic,Retired,3
R_1Qrrb6glOkqbIR2,51,A man,Manitoba,Bachelor's degree,Don't know/ Prefer not to answer,Working full-time,7
R_1nTPT48AcO5Nbrq,55,A woman,Ontario,High school,Salvation Army,Working full-time,6
R_2QXnGv7O2EHzUNT,62,A man,Quebec,High school,Catholic,Retired,8
R_Z3RDiOcfd3EkZOh,77,A man,Quebec,Bachelor's degree,Catholic,Retired,8
R_1Qc025d6qlMdDZH,28,A woman,Quebec,Some post-secondary,None/Atheist,Working full-time,1
R_V4JndKJqLCSAcNj,75,A man,Ontario,Some post-secondary,Anglican,Retired,4
R_1ONbeP7DlUOVLvH,55,A woman,Alberta,College/technical diploma,None/Atheist,Working part-time,10
R_dhWJIjRzlvMhgjL,46,A woman,Alberta,High school,None/Atheist,Working part-time,5
R_qwlht9um84tlG0h,53,A woman,Ontario,College/technical diploma,Evangelical/Pentecostal,Caring for family,9
R_O3UiGQla7hRAmC5,48,A man,Ontario,Bachelor's degree,Anglican,Working full-time,8
R_1CwnMMWZdjdstS4,68,A man,Ontario,College/technical diploma,Catholic,Retired,7
